ID;Warehouse_block;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Reached_on_Time
5910;A;Ship;5;1;246;3;low;F;3;5013;no
5911;F;Road;5;5;223;6;medium;F;10;1711;no
5912;F;Ship;4;4;199;3;low;M;10;5002;yes
5913;C;Flight;4;5;176;2;low;F;1;4155;no
5914;F;Ship;4;2;201;3;medium;F;6;5616;yes
5915;F;Ship;7;1;264;4;medium;F;5;1238;no
5916;F;Ship;5;2;154;4;low;F;8;4820;no
5917;F;Flight;4;1;196;3;medium;F;9;5216;yes
5918;C;Flight;3;4;138;2;medium;F;8;4837;no
5919;F;Flight;6;5;243;4;low;F;6;1898;yes
5920;A;Road;3;4;195;3;medium;M;10;2021;yes
5921;F;Ship;4;4;140;2;low;F;47;1831;yes
5922;F;Ship;4;4;157;2;low;M;9;4491;yes
5923;D;Flight;5;5;156;2;low;M;44;1561;yes
5924;D;Ship;3;1;200;4;medium;F;9;5193;no
5925;A;Flight;4;2;243;2;medium;F;6;4573;no
5926;F;Ship;4;4;146;3;low;M;10;4472;yes
5927;B;Road;3;5;251;2;low;F;28;3936;yes
5928;F;Ship;5;3;185;3;low;M;25;2503;yes
5929;B;Flight;4;1;231;3;medium;M;2;4940;no
5930;A;Ship;5;1;275;5;low;M;7;1623;yes
5931;F;Flight;2;5;134;10;high;M;8;5472;no
5932;D;Ship;2;2;182;3;high;M;6;4112;yes
5933;A;Ship;5;1;176;6;medium;M;9;4839;yes
5934;C;Ship;4;1;236;3;low;F;8;4114;no
5935;B;Road;3;5;194;4;medium;F;21;2695;yes
5936;D;Ship;4;4;133;4;high;F;7;5973;yes
5937;C;Flight;6;2;118;2;low;M;40;1014;yes
5938;F;Ship;5;3;217;3;high;F;61;3067;yes
5939;C;Ship;3;3;232;2;medium;F;8;5544;yes
5940;A;Ship;3;1;146;2;low;F;54;1528;yes
5941;F;Ship;6;3;306;4;low;M;10;1372;yes
5942;A;Flight;3;5;212;2;medium;M;56;3547;yes
5943;A;Ship;3;2;144;4;medium;M;8;4867;yes
5944;B;Road;3;3;160;2;medium;F;3;4665;no
5945;F;Ship;3;3;188;4;medium;M;1;4296;yes
5946;C;Ship;4;4;143;2;medium;F;3;5630;yes
5947;B;Flight;5;5;249;3;medium;M;55;3558;yes
5948;F;Ship;3;2;160;3;low;F;4;4683;no
5949;D;Flight;5;3;171;3;medium;M;62;1304;yes
5950;F;Ship;6;3;260;4;low;F;1;1775;no
5951;B;Ship;3;1;231;3;medium;F;33;2755;yes
5952;F;Flight;5;4;228;4;high;F;7;5913;no
5953;F;Ship;4;3;263;6;medium;M;10;1345;yes
5954;B;Ship;5;2;207;2;low;F;35;2184;yes
5955;A;Ship;5;3;131;8;low;F;5;4149;yes
5956;F;Ship;3;3;190;7;medium;F;7;2400;yes
5957;F;Road;4;1;145;2;low;F;2;5209;no
5958;D;Ship;4;4;233;4;low;M;3;5849;yes
5959;F;Ship;5;5;263;8;medium;F;9;2236;yes
5960;B;Ship;3;2;154;3;medium;M;1;5322;yes
5961;F;Ship;6;3;247;4;medium;M;7;1626;yes
5962;C;Ship;3;2;167;2;low;M;2;1010;yes
5963;D;Ship;4;3;156;3;medium;F;8;4701;yes
5964;B;Ship;4;3;251;3;medium;M;5;4206;no
5965;F;Ship;4;4;101;5;low;F;8;4192;no
5966;F;Ship;4;3;248;5;low;F;7;1789;yes
5967;F;Ship;4;3;140;3;high;F;46;1072;yes
5968;C;Ship;5;1;249;5;medium;M;10;1561;no
5969;A;Ship;4;4;209;3;low;F;44;2075;yes
5970;B;Ship;3;4;241;3;medium;M;3;4047;no
5971;B;Ship;3;2;188;3;medium;M;3;3837;yes
5972;D;Flight;4;4;148;3;low;M;4;5716;yes
5973;A;Ship;5;4;269;2;low;F;9;5517;no
5974;D;Ship;2;3;159;3;medium;F;39;1477;yes
5975;B;Ship;5;2;246;3;low;M;2;4054;yes
5976;F;Road;4;5;153;3;low;M;10;1183;yes
5977;A;Ship;3;5;171;3;low;F;49;1333;yes
5978;D;Flight;5;3;151;2;low;M;8;4749;no
5979;A;Ship;5;4;177;2;low;M;14;1735;yes
5980;F;Ship;5;5;177;5;low;F;1;4379;yes
5981;F;Ship;4;2;189;3;medium;M;6;3671;yes
5982;D;Ship;3;5;137;2;low;F;6;5709;yes
5983;A;Ship;3;1;165;3;low;F;1;1417;yes
5984;B;Ship;4;2;248;6;low;M;1;1415;yes
5985;F;Ship;3;1;192;3;low;F;9;5004;no
5986;B;Ship;5;2;172;2;high;F;1;5112;no
5987;B;Ship;6;2;244;4;medium;F;1;1406;yes
5988;A;Ship;3;1;247;2;low;M;7;5557;no
5989;F;Ship;3;5;150;3;medium;F;4;4442;yes
5990;B;Flight;3;1;203;2;low;M;2;4647;yes
5991;F;Ship;3;4;235;2;medium;M;7;4013;yes
5992;F;Road;5;1;303;5;medium;F;4;1009;no
5993;A;Road;4;5;169;4;low;M;5;5347;no
5994;B;Ship;5;3;202;4;low;M;6;5107;no
5995;A;Ship;4;2;222;2;medium;F;16;2518;yes
5996;F;Ship;4;3;233;5;low;M;4;1668;no
5997;F;Ship;4;1;178;3;medium;M;9;1006;yes
5998;F;Ship;4;2;178;8;medium;M;5;4120;yes
5999;F;Road;4;5;231;3;low;F;6;4449;yes
6000;A;Road;3;4;232;5;medium;M;9;5759;no
6001;F;Ship;6;3;244;4;medium;M;5;1108;yes
6002;B;Ship;4;3;210;3;low;M;9;5556;no
6003;C;Ship;4;4;218;4;low;M;6;4377;yes
6004;D;Ship;6;2;271;10;medium;F;2;4145;no
6005;D;Ship;5;2;261;3;low;M;62;3352;yes
6006;F;Ship;4;2;232;2;low;M;5;4907;no
6007;F;Road;3;2;257;2;;M;8;4242;yes
6008;A;Ship;6;1;185;3;high;F;8;4806;no
6009;F;Road;4;1;153;2;medium;M;9;4359;no
6010;B;Road;3;1;233;3;medium;M;7;5331;no
6011;B;Ship;4;3;149;2;low;F;58;1657;yes
6012;B;Ship;3;5;225;3;medium;M;8;3813;yes
6013;F;Ship;4;3;264;5;low;F;2;1541;no
6014;F;Ship;5;2;250;3;medium;F;6;5298;no
6015;F;Ship;4;1;178;2;high;M;39;1362;yes
6016;C;Ship;3;2;243;4;medium;M;4;4410;yes
6017;D;Ship;5;1;224;3;low;M;7;5870;yes
6018;F;Ship;3;4;229;3;medium;F;46;3223;yes
6019;D;Ship;4;2;214;3;low;F;18;2574;yes
6020;C;Flight;3;4;156;3;medium;M;4;4519;yes
6021;F;Ship;4;2;179;3;high;F;30;1076;yes
6022;D;Ship;5;1;181;2;medium;F;4;5578;yes
6023;F;Road;3;4;284;10;low;M;8;4562;yes
6024;B;Flight;4;2;227;10;low;F;10;4619;no
6025;F;Ship;5;5;266;2;medium;M;7;5712;yes
6026;D;Ship;3;1;167;2;low;M;1;5749;no
6027;A;Ship;6;2;269;4;medium;M;38;3171;yes
6028;C;Ship;3;1;193;10;high;F;1;4459;no
6029;D;Ship;4;4;229;2;low;F;9;5672;yes
6030;F;Ship;3;2;164;4;medium;F;10;4560;yes
6031;D;Ship;5;1;159;4;low;M;38;1277;yes
6032;F;Ship;3;4;229;6;medium;F;33;2815;yes
6033;F;Road;6;4;253;2;low;F;9;5972;no
6034;F;Ship;4;2;280;4;low;M;9;5288;yes
6035;F;Ship;3;4;172;3;low;F;4;4337;no
6036;F;Ship;3;2;243;4;medium;M;5;4670;yes
6037;C;Ship;3;4;210;2;medium;M;29;3142;yes
6038;F;Ship;3;4;261;2;low;F;1;5844;no
6039;B;Ship;3;2;231;3;low;F;5;5046;no
6040;F;Road;2;4;160;3;low;F;50;1030;yes
6041;D;Ship;5;4;134;2;medium;F;55;1386;yes
6042;B;Ship;4;2;160;2;medium;M;3;4304;yes
6043;D;Road;3;4;194;2;medium;M;7;5553;no
6044;D;Ship;5;4;234;2;high;F;61;3084;yes
6045;F;Ship;5;5;238;6;low;M;3;1351;no
6046;D;Ship;4;4;187;3;high;M;6;4567;no
6047;F;Road;6;1;139;5;medium;M;1;4243;no
6048;F;Ship;5;3;141;3;low;M;2;4124;yes
6049;A;Ship;4;1;144;4;low;M;8;4970;no
6050;F;Road;5;2;245;5;low;F;9;1466;no
6051;A;Ship;6;2;118;2;low;F;2;1744;yes
6052;F;Ship;4;5;188;5;low;F;1;5999;yes
6053;D;Ship;4;1;252;3;medium;F;30;2669;yes
6054;F;Ship;4;3;235;3;medium;F;4;5748;yes
6055;D;Ship;3;3;144;3;low;M;1;1274;yes
6056;A;Flight;3;3;206;2;medium;M;62;3558;yes
6057;C;Ship;5;5;167;3;medium;M;9;4319;yes
6058;A;Ship;3;1;205;2;medium;F;2;5322;no
6059;C;Road;6;2;140;2;high;M;1;4053;no
6060;C;Ship;5;3;135;3;high;M;4;5858;no
6061;F;Ship;3;4;211;3;low;F;6;5890;no
6062;F;Ship;5;3;197;2;low;F;48;2481;yes
6063;B;Flight;3;5;257;2;low;M;2;5251;yes
6064;F;Ship;5;3;204;3;low;M;10;5610;yes
6065;F;Flight;4;4;203;3;medium;M;8;4443;no
6066;F;Ship;6;3;306;4;high;F;5;1261;yes
6067;F;Flight;7;3;285;4;low;M;10;1935;yes
6068;F;Ship;4;2;231;5;medium;M;8;1562;no
6069;F;Flight;5;2;211;3;medium;F;8;4962;no
6070;F;Ship;6;3;284;4;low;F;3;1291;no
6071;B;Ship;6;2;266;4;medium;M;3;1090;no
6072;B;Road;3;4;213;3;low;F;5;4535;yes
6073;C;Ship;6;3;298;4;low;F;9;1515;yes
6074;B;Road;5;1;203;3;low;F;2;4162;yes
6075;D;Flight;3;1;230;3;medium;F;6;4392;no
6076;F;Ship;3;4;260;4;medium;M;10;5425;no
6077;D;Ship;4;1;238;3;low;F;10;4172;no
6078;D;Ship;4;1;227;3;low;M;54;3972;yes
6079;D;Ship;3;2;245;2;low;F;4;4514;yes
6080;F;Ship;3;1;270;3;medium;F;61;3582;yes
6081;A;Flight;4;3;238;2;medium;F;2;5328;no
6082;C;Ship;3;4;177;3;medium;F;1;4965;no
6083;F;Ship;5;3;255;4;low;F;5;5870;no
6084;F;Ship;6;2;300;5;low;M;3;1696;no
6085;C;Ship;4;2;158;4;low;F;13;1785;yes
6086;F;Flight;3;3;179;2;low;F;62;1765;yes
6087;F;Road;3;5;263;3;medium;M;1;4645;no
6088;F;Ship;3;1;252;3;high;F;6;5101;no
6089;D;Flight;2;1;112;5;low;F;1;4543;no
6090;B;Ship;6;3;296;4;medium;M;7;1515;no
6091;B;Ship;3;3;250;3;medium;M;9;2752;yes
6092;F;Ship;3;5;140;3;low;F;30;1035;yes
6093;B;Ship;3;3;201;2;high;M;36;3340;yes
6094;A;Ship;3;3;164;3;high;M;9;5070;no
6095;F;Road;3;4;245;4;low;M;4;5186;yes
6096;A;Ship;4;1;143;2;medium;F;5;4057;no
6097;C;Ship;3;2;135;7;medium;F;5;4716;no
6098;A;Road;4;3;134;2;low;F;2;4522;no
6099;B;Ship;7;5;273;4;medium;M;9;1329;yes
6100;D;Road;3;4;208;2;low;F;3;5811;yes
6101;A;Ship;2;4;180;2;low;F;6;5579;no
6102;D;Ship;3;1;111;4;low;F;8;1620;yes
6103;D;Flight;3;4;210;2;low;F;35;2741;yes
6104;D;Ship;6;5;308;4;low;M;2;1125;yes
6105;A;Ship;3;1;191;3;high;F;60;2069;yes
6106;D;Ship;6;1;266;4;low;M;9;1287;no
6107;D;Flight;3;2;142;3;low;M;9;4234;no
6108;B;Ship;4;5;198;6;medium;F;6;5380;no
6109;B;Ship;3;5;107;5;low;F;4;5624;no
6110;F;Ship;4;1;165;5;medium;F;1;4170;yes
6111;A;Ship;5;3;244;3;low;F;52;3118;yes
6112;C;Ship;3;1;142;4;low;M;4;1583;yes
6113;F;Ship;3;1;137;3;low;M;47;1611;yes
6114;C;Flight;4;2;267;2;low;M;7;5746;yes
6115;C;Ship;4;4;206;4;medium;F;9;1074;yes
6116;C;Flight;6;2;284;4;low;F;7;1181;yes
6117;A;Flight;5;2;241;2;medium;M;9;4965;no
6118;F;Ship;4;3;106;2;medium;F;6;5867;no
6119;F;Ship;5;3;239;4;low;M;3;3734;yes
6120;F;Ship;3;2;270;6;medium;F;10;4725;yes
6121;C;Road;4;3;175;2;low;M;3;4200;no
6122;F;Ship;3;5;163;2;low;F;49;1034;yes
6123;D;Flight;6;2;161;4;low;M;10;1683;no
6124;F;Road;4;4;224;2;low;F;3;4817;no
6125;B;Flight;3;4;213;3;low;F;4;5481;yes
6126;D;Ship;3;2;204;10;medium;F;10;4534;no
6127;D;Ship;5;4;222;3;medium;F;10;4663;no
6128;F;Flight;5;2;265;3;medium;F;33;2734;yes
6129;A;Flight;4;2;257;3;medium;M;8;5772;no
6130;B;Ship;5;3;226;2;high;F;2;4219;no
6131;B;Ship;6;3;137;8;low;F;6;5992;yes
6132;A;Ship;3;3;253;3;medium;M;5;4754;yes
6133;F;Ship;5;3;260;6;medium;F;10;4986;no
6134;A;Ship;4;1;191;2;low;F;4;5851;yes
6135;F;Road;6;3;199;4;medium;F;1;5204;no
6136;C;Flight;5;1;253;5;low;M;31;3836;yes
6137;D;Flight;3;3;262;5;medium;F;1;5043;no
6138;F;Ship;4;4;172;4;medium;M;7;4834;no
6139;B;Ship;5;3;248;3;medium;M;4;2207;yes
6140;B;Ship;3;1;254;4;low;F;33;2542;yes
6141;A;Ship;3;3;158;2;low;M;10;4061;yes
6142;D;Ship;4;3;196;3;low;F;10;4194;yes
6143;A;Flight;4;2;163;4;medium;F;5;5751;no
6144;D;Ship;3;2;160;4;low;F;9;5112;yes
6145;D;Ship;4;2;172;3;low;M;1;1182;yes
6146;B;Ship;4;2;145;2;medium;M;21;1617;yes
6147;C;Road;4;3;214;4;low;M;34;3446;yes
6148;F;Road;3;5;234;2;medium;F;1;4455;yes
6149;B;Ship;5;2;249;3;high;F;8;5000;yes
6150;F;Flight;7;1;287;4;medium;M;9;1150;yes
6151;B;Ship;3;5;109;4;medium;F;4;4308;no
6152;F;Ship;4;2;234;2;high;M;27;3393;yes
6153;F;Ship;3;2;177;2;high;M;9;4648;no
6154;D;Ship;3;3;148;3;low;F;8;5622;no
6155;A;Flight;3;2;223;4;medium;M;3;5374;no
6156;A;Flight;4;4;193;3;medium;F;3;4596;no
6157;B;Road;6;3;305;4;medium;F;9;1479;yes
6158;F;Ship;7;1;307;4;low;M;2;1983;no
6159;A;Road;5;3;174;3;medium;F;7;5510;yes
6160;A;Ship;4;5;195;2;low;M;2;4008;yes
6161;F;Road;4;3;250;3;low;M;10;4316;no
6162;F;Ship;6;3;245;4;medium;M;3;1772;yes
6163;F;Road;6;4;285;4;medium;F;10;1422;no
6164;B;Ship;4;2;193;2;high;F;48;2371;yes
6165;D;Ship;3;4;240;3;medium;M;8;4410;no
6166;F;Ship;4;1;206;5;medium;F;7;5941;yes
6167;F;Road;5;4;236;5;medium;F;2;1664;yes
6168;C;Flight;6;1;291;5;medium;F;53;1682;yes
6169;A;Road;5;4;233;3;low;M;8;5076;yes
6170;C;Flight;5;1;266;3;low;M;8;4786;yes
6171;F;Road;6;4;240;3;low;F;9;4986;yes
6172;D;Ship;5;3;190;3;low;M;52;2611;yes
6173;C;Ship;3;1;186;2;low;F;1;5054;yes
6174;C;Road;4;4;199;3;low;F;9;5016;no
6175;F;Ship;4;4;151;3;medium;F;5;4732;no
6176;F;Ship;4;2;246;4;medium;M;7;5056;yes
6177;F;Ship;3;3;261;4;medium;F;7;4542;yes
6178;F;Ship;4;2;254;7;low;F;6;5121;no
6179;C;Ship;4;5;253;3;low;F;1;5402;no
6180;F;Ship;2;3;144;3;high;M;40;1500;yes
6181;F;Ship;6;3;274;4;low;F;5;1452;no
6182;D;Ship;5;1;181;4;medium;F;4;5505;no
6183;C;Road;3;1;182;3;medium;F;40;3536;yes
6184;B;Road;4;4;238;3;low;F;13;2042;yes
6185;C;Road;4;2;246;5;low;F;10;1720;no
6186;D;Ship;3;3;219;6;low;M;10;1116;no
6187;B;Ship;2;1;229;3;medium;M;9;5075;no
6188;A;Road;2;3;211;3;low;F;8;1172;no
6189;F;Ship;4;5;242;2;medium;F;2;4806;yes
6190;A;Ship;3;1;179;2;medium;M;2;4085;no
6191;C;Ship;6;3;155;2;medium;F;1;4182;yes
6192;C;Ship;4;3;226;2;low;F;32;2912;yes
6193;B;Road;4;2;189;2;medium;M;5;4374;no
6194;C;Flight;6;1;265;4;low;F;7;1644;yes
6195;B;Ship;3;4;151;3;low;M;16;1020;yes
6196;F;Ship;3;5;241;10;medium;M;41;3015;yes
6197;F;Ship;6;1;267;4;low;M;9;1146;yes
6198;A;Ship;4;4;200;2;low;M;5;5783;no
6199;C;Ship;5;1;137;2;low;M;9;4580;yes
6200;C;Ship;6;5;204;3;medium;M;7;4119;no
6201;A;Ship;3;5;283;2;low;M;2;4207;no
6202;A;Flight;4;5;234;3;low;M;5;5213;no
6203;A;Ship;5;3;199;4;medium;F;8;5362;no
6204;B;Road;3;1;225;2;low;F;2;4438;yes
6205;D;Ship;4;3;187;3;low;M;61;2207;yes
6206;C;Flight;2;4;168;3;low;F;15;1886;yes
6207;F;Flight;3;4;149;3;low;M;1;5040;yes
6208;F;Ship;6;4;257;4;medium;F;9;1108;yes
6209;F;Flight;6;1;255;4;low;F;2;1385;no
6210;D;Road;5;4;223;2;low;M;5;4424;yes
6211;F;Flight;3;3;172;4;low;F;33;1989;yes
6212;F;Ship;5;2;235;3;low;M;14;2984;yes
6213;B;Flight;6;3;285;7;medium;M;7;5030;yes
6214;D;Ship;6;1;255;4;low;M;9;1575;no
6215;F;Ship;3;1;257;2;medium;M;37;3517;yes
6216;D;Ship;7;3;305;4;medium;F;3;1426;yes
6217;A;Ship;4;1;222;4;medium;F;42;2762;yes
6218;F;Ship;3;1;219;3;medium;M;6;4893;yes
6219;B;Ship;3;2;139;2;low;M;63;1767;yes
6220;B;Ship;3;4;160;3;medium;M;3;5662;no
6221;A;Flight;3;2;227;3;medium;M;21;2351;yes
6222;A;Road;3;1;269;4;low;F;7;5107;no
6223;C;Ship;5;1;189;4;low;F;10;4166;yes
6224;A;Road;3;2;237;2;high;M;26;3103;yes
6225;D;Flight;3;3;155;3;medium;F;7;5464;no
6226;D;Ship;3;1;247;4;low;F;8;5376;yes
6227;F;Flight;4;4;209;6;low;F;7;4852;no
6228;D;Ship;5;3;162;2;low;F;14;1045;yes
6229;C;Ship;4;4;249;3;medium;F;1;5743;no
6230;F;Ship;4;5;135;3;medium;F;53;1744;yes
6231;C;Flight;3;2;229;3;medium;M;9;4491;yes
6232;B;Ship;4;4;196;4;low;F;10;4871;yes
6233;F;Ship;4;2;222;2;low;M;1;5028;yes
6234;D;Flight;4;3;255;5;low;M;1;1192;no
6235;F;Ship;7;2;302;4;low;M;6;1632;no
6236;F;Road;4;2;189;10;medium;F;5;5470;no
6237;C;Flight;4;5;133;3;high;F;8;5653;yes
6238;A;Road;4;4;155;3;medium;F;6;5778;yes
6239;D;Ship;5;2;274;4;medium;F;7;4929;no
6240;D;Ship;4;3;127;5;low;F;5;1205;yes
6241;F;Ship;4;4;177;2;low;F;6;5116;no
6242;D;Ship;3;1;133;3;low;F;10;5640;no
6243;C;Road;4;4;169;3;low;M;23;1058;yes
6244;F;Ship;4;4;223;3;high;F;5;5654;no
6245;A;Flight;3;5;98;3;medium;F;48;1635;yes
6246;D;Ship;5;1;275;4;medium;F;6;1569;no
6247;B;Flight;4;4;223;5;medium;M;4;1344;no
6248;C;Ship;4;1;261;3;low;F;3;4673;yes
6249;F;Ship;4;4;184;3;medium;F;2;5381;no
6250;C;Road;5;4;177;2;medium;F;45;1664;yes
6251;B;Ship;4;4;157;3;medium;F;10;5041;yes
6252;D;Flight;5;3;269;5;low;F;3;1667;yes
6253;D;Ship;5;4;141;3;medium;M;64;1677;yes
6254;D;Ship;6;2;280;4;low;M;10;1866;yes
6255;D;Ship;3;5;224;2;low;F;10;4380;yes
6256;F;Road;4;1;167;3;low;F;10;1616;yes
6257;F;Ship;4;5;146;3;low;F;9;1685;yes
6258;A;Ship;5;2;210;7;medium;F;4;4525;yes
6259;F;Ship;4;4;168;3;medium;M;53;1782;yes
6260;D;Ship;5;1;235;5;low;;4;1259;yes
6261;F;Ship;4;5;237;2;medium;F;60;3427;yes
6262;B;Ship;4;4;168;4;medium;F;4;4676;no
6263;F;Ship;6;4;250;4;low;M;3;1490;yes
6264;B;Flight;5;1;232;5;medium;F;7;1069;yes
6265;D;Ship;2;1;240;2;low;M;8;1144;yes
6266;C;Ship;5;3;157;4;low;M;1;1306;yes
6267;C;Ship;2;1;249;3;low;M;11;2534;yes
6268;F;Ship;4;4;185;3;medium;M;9;4469;no
6269;B;Ship;5;5;186;4;medium;F;9;5592;yes
6270;F;Road;4;4;173;3;low;M;10;4616;no
6271;A;Ship;5;2;239;5;low;M;1;1518;yes
6272;F;Ship;4;2;272;3;high;M;7;5927;no
6273;D;Ship;5;1;238;6;low;F;9;1192;no
6274;F;Flight;5;5;115;5;low;F;26;1692;yes
6275;F;Flight;7;2;272;4;medium;F;8;1816;no
6276;B;Ship;3;4;250;3;low;M;10;5688;no
6277;F;Ship;4;5;135;3;medium;F;6;5266;yes
6278;D;Road;4;2;149;6;low;F;6;4904;no
6279;D;Road;4;2;176;3;low;M;23;1909;yes
6280;F;Flight;3;3;182;10;low;M;3;5555;no
6281;A;Ship;4;2;249;5;low;M;2;1195;no
6282;A;Ship;3;4;234;3;medium;F;37;2111;yes
6283;A;Flight;4;4;216;4;medium;M;27;3740;yes
6284;F;Ship;6;5;255;4;low;F;2;1218;yes
6285;B;Ship;4;2;256;4;medium;M;4;5469;no
6286;D;Ship;4;5;242;2;low;M;4;5341;no
6287;F;Ship;5;4;183;2;low;F;36;3819;yes
6288;F;Flight;5;4;97;3;medium;F;8;4577;no
6289;B;Ship;4;3;275;5;medium;M;5;1329;no
6290;B;Flight;3;5;165;4;low;M;6;4795;yes
6291;A;Flight;4;3;266;5;high;F;5;1590;no
6292;C;Ship;5;4;199;4;low;M;24;3443;yes
6293;D;Ship;5;5;217;6;medium;M;5;1616;no
6294;B;Ship;5;1;245;5;low;M;9;1694;yes
6295;F;Ship;3;2;184;3;medium;F;8;4994;no
6296;A;Road;4;1;241;3;medium;F;61;3812;yes
6297;A;Road;4;3;247;3;high;F;1;5214;no
6298;F;Ship;4;3;238;2;low;M;7;5808;yes
6299;B;Flight;6;4;275;4;low;M;9;1585;no
6300;F;Road;4;3;158;3;high;F;5;5602;no
6301;A;Ship;5;2;176;3;low;M;9;5656;no
6302;D;Ship;4;2;223;3;low;M;7;4026;yes
6303;D;Ship;4;1;179;4;medium;F;2;4071;yes
6304;D;Flight;5;1;257;3;medium;M;7;4133;no
6305;F;Ship;4;1;258;3;medium;F;4;3686;yes
6306;B;Ship;5;1;234;3;medium;M;40;3340;yes
6307;B;Ship;3;5;118;4;low;F;10;5699;yes
6308;B;Flight;5;5;239;3;medium;M;8;4975;no
6309;A;Flight;5;4;274;3;low;M;1;5017;yes
6310;F;Ship;5;2;229;3;low;M;1;5189;yes
6311;F;Ship;4;1;135;3;medium;M;39;1549;yes
6312;D;Ship;3;2;141;3;low;M;7;4682;no
6313;B;Ship;5;4;164;3;low;M;9;5135;yes
6314;C;Ship;4;5;148;3;medium;F;5;5216;no
6315;F;Ship;7;3;278;4;low;M;2;1038;yes
6316;B;Flight;3;4;176;3;medium;F;8;1567;yes
6317;F;Ship;5;1;142;6;medium;M;1;4843;yes
6318;F;Ship;4;2;198;3;low;F;4;5863;no
6319;B;Ship;4;2;256;2;medium;M;10;3128;yes
6320;F;Ship;3;5;240;3;medium;F;54;2919;yes
6321;C;Ship;6;3;176;5;low;F;7;1767;yes
6322;F;Ship;3;4;139;2;low;M;45;1192;yes
6323;D;Road;3;5;268;4;high;M;;2893;yes
6324;F;Flight;4;1;172;3;medium;F;10;5106;yes
6325;A;Ship;3;1;183;2;medium;F;3;4042;no
6326;D;Road;4;4;271;6;high;M;3;5204;no
6327;A;Ship;3;2;222;4;medium;M;10;5720;no
6328;A;Ship;5;2;150;3;medium;F;7;5980;no
6329;A;Road;5;2;192;2;low;M;5;4046;no
6330;C;Ship;4;3;161;7;medium;M;63;1496;yes
6331;F;Ship;3;5;205;4;low;F;9;4819;yes
6332;D;Ship;3;4;236;3;medium;M;1;5851;no
6333;D;Ship;7;3;270;4;medium;F;10;1211;no
6334;F;Road;2;1;123;4;low;F;53;1036;yes
6335;B;Ship;3;2;139;3;medium;M;4;5531;no
6336;D;Road;3;4;144;3;medium;M;8;5867;yes
6337;B;Ship;3;3;201;10;high;M;10;5281;no
6338;B;Road;3;5;213;4;medium;M;9;5550;yes
6339;A;Ship;4;3;154;3;medium;M;10;1711;yes
6340;A;Ship;2;3;130;3;low;F;48;1801;yes
6341;F;Ship;5;4;274;5;low;M;6;1969;no
6342;B;Flight;3;4;184;4;medium;M;2;4052;no
6343;A;Ship;6;5;139;6;medium;F;10;1081;yes
6344;B;Road;3;5;159;2;high;F;9;4099;yes
6345;F;Ship;4;3;242;6;low;M;5;1411;no
6346;D;Ship;5;3;255;4;medium;F;4;4178;yes
6347;F;Ship;3;3;157;4;medium;F;7;4487;yes
6348;F;Ship;2;4;154;3;medium;F;48;7684;yes
6349;D;Ship;3;5;246;3;medium;F;2;5653;yes
6350;C;Ship;4;3;242;4;low;M;62;3997;yes
6351;B;Ship;5;1;257;4;medium;M;1;4924;no
6352;F;Road;5;4;263;2;medium;F;5;4595;no
6353;B;Flight;4;4;137;2;medium;M;37;1447;yes
6354;B;Flight;5;5;169;4;low;F;2;4188;no
6355;A;Ship;5;2;238;5;low;F;4;1962;no
6356;F;Ship;3;5;159;3;medium;F;1;4314;yes
6357;A;Flight;5;2;131;5;low;F;4;4600;yes
6358;C;Ship;6;3;301;5;low;F;2;1452;yes
6359;F;Ship;6;3;256;4;low;F;9;1212;yes
6360;A;Flight;4;4;137;4;medium;F;5;5095;no
6361;C;Road;4;4;199;4;medium;F;5;4194;no
6362;B;Ship;4;4;141;3;low;M;22;1735;yes
6363;B;Ship;4;5;157;3;medium;F;2;4343;yes
6364;D;Ship;5;2;258;5;low;F;2;1232;yes
6365;F;Flight;6;4;194;3;low;M;10;2554;yes
6366;F;Flight;4;4;207;3;low;M;20;2637;yes
6367;C;Ship;4;4;133;2;medium;F;4;4724;no
6368;B;Road;6;5;154;2;high;M;7;4359;yes
6369;C;Ship;2;3;198;2;medium;F;6;1996;no
6370;A;Ship;4;5;233;2;medium;M;10;5865;yes
6371;D;Ship;4;3;265;3;low;F;65;3578;yes
6372;D;Ship;4;1;155;5;low;F;1;5986;no
6373;C;Ship;3;2;150;2;medium;M;5;5264;no
6374;B;Ship;5;1;235;5;medium;F;6;1059;yes
6375;A;Ship;5;2;263;8;medium;M;24;3139;yes
6376;F;Ship;4;5;237;5;low;M;2;1357;yes
6377;C;Flight;3;1;101;3;medium;M;7;4275;yes
6378;A;Ship;6;4;271;4;low;F;6;1091;no
6379;D;Ship;4;5;135;2;low;M;60;1026;yes
6380;F;Ship;6;4;151;3;low;F;10;5414;yes
6381;C;Ship;4;3;143;3;medium;F;3;5062;yes
6382;B;Ship;4;1;234;3;low;M;2;4282;no
6383;F;Road;4;2;133;3;medium;F;5;5950;no
6384;B;Ship;4;4;156;2;low;F;5;5216;no
6385;F;Ship;4;4;272;2;low;M;7;4042;yes
6386;B;Ship;4;1;209;2;low;F;10;5066;no
6387;D;Road;6;5;278;4;medium;F;6;1140;no
6388;B;Road;4;5;265;3;medium;F;41;3101;yes
6389;F;Flight;7;1;308;4;medium;M;5;1705;no
6390;A;Ship;4;2;228;5;low;F;3;1473;yes
